数据组,实验序号,配置ID,精度模式,Batch,算子实现,图优化策略,通过准入且指标完整,未评分原因,可行配置数,评分排名,TOPSIS得分,与本组最高分差值,最小余弦,余弦阈值,权重样本Exp,有效初始L9数量,权重来源,评分范围,用途,原始数据来源,来源CSV_SHA256,数据一致性提示,FPS,FPS_CRITIC权重,FPS_权重样本最小值,FPS_权重样本最大值,FPS_评分最小值,FPS_评分最大值,FPS_同向归一化,平均批延迟_ms,平均批延迟_ms_CRITIC权重,平均批延迟_ms_权重样本最小值,平均批延迟_ms_权重样本最大值,平均批延迟_ms_评分最小值,平均批延迟_ms_评分最大值,平均批延迟_ms_同向归一化,P95批延迟_ms,P95批延迟_ms_CRITIC权重,P95批延迟_ms_权重样本最小值,P95批延迟_ms_权重样本最大值,P95批延迟_ms_评分最小值,P95批延迟_ms_评分最大值,P95批延迟_ms_同向归一化,P99批延迟_ms,P99批延迟_ms_CRITIC权重,P99批延迟_ms_权重样本最小值,P99批延迟_ms_权重样本最大值,P99批延迟_ms_评分最小值,P99批延迟_ms_评分最大值,P99批延迟_ms_同向归一化
81组实验数据2,75,A3-B3-C1-D3,force_fp16,16,high_precision,l2_single_stream,是,,81,11,0.7967756881542425,0.10701821102072939,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,876.9489886,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.9975102233200993,18.24507492,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.5550017752725993,18.49097027,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.5519184011214262,18.63210483,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.5642627785260398
81组实验数据2,77,A3-B3-C2-D2,force_fp16,16,high_performance,l2_with_tiling,是,,81,12,0.7964640791365961,0.10732982003837577,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,876.3439717,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.9962238722597382,18.25767109,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.5546687383821289,18.49052518,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.5519300851931042,18.65446541,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.563694098462433
81组实验数据2,79,A3-B3-C3-D1,force_fp16,16,high_performance_for_all,standard_l2,是,,81,13,0.7955535214374191,0.1082403777375528,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,874.3165949,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.9919133839139884,18.30000722,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.5535493907479072,18.52849893,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.550933235079908,18.63477248,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.5641949341601208
81组实验数据2,73,A3-B3-C1-D1,force_fp16,16,high_precision,standard_l2,是,,81,14,0.7949523958878844,0.10884150328708753,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,873.1727351,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.9894813770285037,18.3239803,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.552915553635658,18.54918195,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.5503902844672286,18.64511231,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.5639319689247788
81组实验数据2,80,A3-B3-C3-D2,force_fp16,16,high_performance_for_all,l2_with_tiling,是,,81,15,0.7941523414213112,0.10964155775366069,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,872.472112,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.9879917537343471,18.33869505,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.5525265024729593,18.61186516,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.5487447855374681,18.72806788,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.5618222213769004
81组实验数据2,74,A3-B3-C1-D2,force_fp16,16,high_precision,l2_with_tiling,是,,81,16,0.7929423006649223,0.11085159851004955,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,871.9615008,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.9869061224758608,18.34943399,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.5522425698819773,18.62075842,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.5485113282877183,19.02135717,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.5543632121699658
81组实验数据2,76,A3-B3-C2-D1,force_fp16,16,high_performance,standard_l2,是,,81,17,0.7919446830657572,0.11184921610921472,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,868.1747815,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.9788550244208395,18.42946874,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.5501264882262373,18.67603115,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.5470603621029946,18.71309378,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.5622030465675016
81组实验数据2,78,A3-B3-C2-D3,force_fp16,16,high_performance,l2_single_stream,是,,81,18,0.7820000248091267,0.12179387436584521,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,866.2617746,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.9747877025752955,18.47016741,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.5490504342746725,18.56371921,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.5500086663948349,21.51522318,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.49093856570759054
81组实验数据2,60,A3-B1-C2-D3,force_fp16,1,high_performance,l2_single_stream,是,,81,19,0.7073021945800981,0.19649170459487375,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,707.0700871,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.6363237753423354,1.414286954,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,1.0,1.425323065,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.999909246062167,1.507005827,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.9997927330396948
81组实验数据2,58,A3-B1-C2-D1,force_fp16,1,high_performance,standard_l2,是,,81,20,0.7059336015198296,0.19786029765514224,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,706.2130078,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.6345015041522768,1.416003371,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.9999546187308975,1.421865908,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,1.0,1.534723895,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.9990877999532857
81组实验数据2,62,A3-B1-C3-D2,force_fp16,1,high_performance_for_all,l2_with_tiling,是,,81,21,0.7054820124527469,0.198311886722225,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,705.9152409,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.6338684098245719,1.416600665,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.999938826554668,1.436255545,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.9996222571836518,1.498856061,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,1.0
81组实验数据2,57,A3-B1-C1-D3,force_fp16,1,high_precision,l2_single_stream,是,,81,22,0.7033874855551314,0.20040641361984046,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,704.5938917,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.6310590355004376,1.419257265,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.9998685872832686,1.44398343,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.9994193922299136,1.513067215,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.9996385782497302
81组实验数据2,61,A3-B1-C3-D1,force_fp16,1,high_performance_for_all,standard_l2,是,,81,23,0.703224249783797,0.20056964939117483,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,704.4957034,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.6308502733587189,1.419455073,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.9998633573315269,1.461651241,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.9989555939641307,1.505033713,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.9998428883538665
81组实验数据2,55,A3-B1-C1-D1,force_fp16,1,high_precision,standard_l2,是,,81,24,0.7015180150593714,0.2022758841156005,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,703.4013577,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.6285235404168841,1.421663449,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.9998049688947219,1.434885936,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.9996582108328618,1.521494147,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.9994242623319066
81组实验数据2,56,A3-B1-C1-D2,force_fp16,1,high_precision,l2_with_tiling,是,,81,25,0.6876432058672056,0.21615069330776626,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,694.637346,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.6098900183726027,1.43960011,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.9993307319000748,1.497722783,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.9980086787733513,1.700163769,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.9948802902165337
81组实验数据2,63,A3-B1-C3-D3,force_fp16,1,high_performance_for_all,l2_single_stream,是,,81,26,0.6255854732221159,0.278208425952856,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,本CSV可行初始L9；极差归一化、样本标准差、Pearson相关,本CSV全部可行配置；FPS越高越好，延迟越低越好,按当前CSV汇总值回溯评分；未计算搜索预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据2_实验数据.csv,f8bd4d2c19b7bd27501066ec8508e7677fc706f890baaba3589050ff70de19be,FPS与平均批延迟符合公式；新1000次逐次记录待补，旧序列未用于评分,655.2149619,0.4878201661869865,415.6881989,868.1747815,407.7842624,878.1200196,0.526072482715333,1.526216674,0.17199566398269484,1.416600665,38.49038785,1.414286954,39.23643327,0.9970406301359833,1.525791435,0.17182469694486022,1.436255545,39.03986387,1.421865908,39.51560688,0.9972718477012696,3.966560842,0.16835947288545858,1.498856061,39.23941178,1.498856061,40.81899656,0.9372406926912492
