数据组,实验序号,配置ID,A水平,B水平,C水平,D水平,精度模式,Batch,算子实现,图优化策略,Buffer优化,Tiling优化,单流,输入形状,编译成功,记录检查,FPS,平均批延迟_ms,P95批延迟_ms,P99批延迟_ms,平均余弦,最小余弦,实际测量Batch,验证样本数,随机种子,验证错误,其他错误,ATC命令,数据来源
caffe,11,A1-B2-C1-D2,1,2,1,2,force_fp32,10,high_precision,l2_with_tiling,l2_optimize,1,否,"data_input:10,3,227,227",是,记录满足检查,578.344414,17.290735,17.57385,17.64745,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp11 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,12,A1-B2-C1-D3,1,2,1,3,force_fp32,10,high_precision,l2_single_stream,l2_optimize,0,是,"data_input:10,3,227,227",是,记录满足检查,582.002357,17.182061,17.4908,17.54128,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp12 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,13,A1-B2-C2-D1,1,2,2,1,force_fp32,10,high_performance,standard_l2,l2_optimize,0,否,"data_input:10,3,227,227",是,记录满足检查,578.066726,17.299041,17.631,17.71317,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp13 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,14,A1-B2-C2-D2,1,2,2,2,force_fp32,10,high_performance,l2_with_tiling,l2_optimize,1,否,"data_input:10,3,227,227",是,记录满足检查,581.078188,17.209388,17.582,17.6754,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp14 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,15,A1-B2-C2-D3,1,2,2,3,force_fp32,10,high_performance,l2_single_stream,l2_optimize,0,是,"data_input:10,3,227,227",是,记录满足检查,577.663308,17.311122,17.6409,17.71812,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp15 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,16,A1-B2-C3-D1,1,2,3,1,force_fp32,10,high_performance_for_all,standard_l2,l2_optimize,0,否,"data_input:10,3,227,227",是,记录满足检查,579.856941,17.245633,17.5384,18.69652,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp16 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,17,A1-B2-C3-D2,1,2,3,2,force_fp32,10,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"data_input:10,3,227,227",是,记录满足检查,578.35194,17.29051,17.65125,17.73898,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp17 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,18,A1-B2-C3-D3,1,2,3,3,force_fp32,10,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"data_input:10,3,227,227",是,记录满足检查,581.36912,17.200776,17.48505,17.54732,1,0.999999,10,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:10,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp18 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,19,A1-B3-C1-D1,1,3,1,1,force_fp32,16,high_precision,standard_l2,l2_optimize,0,否,"data_input:16,3,227,227",是,数值验证缺失或失败,570.733866,28.034082,28.42575,28.65514,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp19 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,20,A1-B3-C1-D2,1,3,1,2,force_fp32,16,high_precision,l2_with_tiling,l2_optimize,1,否,"data_input:16,3,227,227",是,数值验证缺失或失败,571.141328,28.014082,28.41705,28.46893,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp20 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,21,A1-B3-C1-D3,1,3,1,3,force_fp32,16,high_precision,l2_single_stream,l2_optimize,0,是,"data_input:16,3,227,227",是,数值验证缺失或失败,570.739281,28.033816,28.5819,28.64861,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp21 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,22,A1-B3-C2-D1,1,3,2,1,force_fp32,16,high_performance,standard_l2,l2_optimize,0,否,"data_input:16,3,227,227",是,数值验证缺失或失败,571.298234,28.006388,28.4217,28.54502,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp22 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,23,A1-B3-C2-D2,1,3,2,2,force_fp32,16,high_performance,l2_with_tiling,l2_optimize,1,否,"data_input:16,3,227,227",是,数值验证缺失或失败,571.019864,28.020041,28.5358,28.64645,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp23 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,24,A1-B3-C2-D3,1,3,2,3,force_fp32,16,high_performance,l2_single_stream,l2_optimize,0,是,"data_input:16,3,227,227",是,数值验证缺失或失败,571.138433,28.014224,28.4317,28.53607,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp24 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,25,A1-B3-C3-D1,1,3,3,1,force_fp32,16,high_performance_for_all,standard_l2,l2_optimize,0,否,"data_input:16,3,227,227",是,数值验证缺失或失败,571.219566,28.010245,28.47785,28.54423,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp25 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,26,A1-B3-C3-D2,1,3,3,2,force_fp32,16,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"data_input:16,3,227,227",是,数值验证缺失或失败,571.3149,28.005571,28.3752,28.50052,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp26 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,27,A1-B3-C3-D3,1,3,3,3,force_fp32,16,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"data_input:16,3,227,227",是,数值验证缺失或失败,570.972874,28.022347,28.4253,28.55459,,,16,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 16 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:16,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp27 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,28,A2-B1-C1-D1,2,1,1,1,allow_fp32_to_fp16,1,high_precision,standard_l2,l2_optimize,0,否,"data_input:1,3,227,227",是,数值验证缺失或失败,806.159705,1.240449,1.19795,3.57959,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp28 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,29,A2-B1-C1-D2,2,1,1,2,allow_fp32_to_fp16,1,high_precision,l2_with_tiling,l2_optimize,1,否,"data_input:1,3,227,227",是,数值验证缺失或失败,902.062204,1.108571,1.13655,1.21948,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp29 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,30,A2-B1-C1-D3,2,1,1,3,allow_fp32_to_fp16,1,high_precision,l2_single_stream,l2_optimize,0,是,"data_input:1,3,227,227",是,数值验证缺失或失败,896.713009,1.115184,1.15275,1.19572,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp30 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,31,A2-B1-C2-D1,2,1,2,1,allow_fp32_to_fp16,1,high_performance,standard_l2,l2_optimize,0,否,"data_input:1,3,227,227",是,数值验证缺失或失败,897.46869,1.114245,1.16455,1.30713,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp31 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,32,A2-B1-C2-D2,2,1,2,2,allow_fp32_to_fp16,1,high_performance,l2_with_tiling,l2_optimize,1,否,"data_input:1,3,227,227",是,数值验证缺失或失败,896.860987,1.115,1.16345,1.22878,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp32 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,33,A2-B1-C2-D3,2,1,2,3,allow_fp32_to_fp16,1,high_performance,l2_single_stream,l2_optimize,0,是,"data_input:1,3,227,227",是,数值验证缺失或失败,900.884669,1.11002,1.13885,1.20989,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp33 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
caffe,34,A2-B1-C3-D1,2,1,3,1,allow_fp32_to_fp16,1,high_performance_for_all,standard_l2,l2_optimize,0,否,"data_input:1,3,227,227",是,数值验证缺失或失败,894.846579,1.11751,1.1595,1.20907,,,1,,,"InvalidArgument: [ONNXRuntimeError] : 2 : INVALID_ARGUMENT : Got invalid dimensions for input: data_input for the following indices
 index: 0 Got: 1 Expected: 10
 Please fix either the inputs or the model.",,"atc --model=/home/AscendWork/auto_tune2.0/squeezenet_v1.1.onnx --input_shape=""data_input:1,3,227,227"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp34 --precision_mode=allow_fp32_to_fp16 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json
