数据组,实验序号,配置ID,A水平,B水平,C水平,D水平,精度模式,Batch,算子实现,图优化策略,Buffer优化,Tiling优化,单流,输入形状,编译成功,记录检查,FPS,平均批延迟_ms,P95批延迟_ms,P99批延迟_ms,平均余弦,最小余弦,实际测量Batch,计时次数字段,验证样本数,随机种子,验证错误,其他错误,ATC命令,数据来源,逐样本数值验证记录
81组实验数据3,11,A1-B2-C1-D2,1,2,1,2,force_fp32,4,high_precision,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,463.2184467,8.63523469,8.832934708,12.0037065,1,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp11 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,12,A1-B2-C1-D3,1,2,1,3,force_fp32,4,high_precision,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,457.3627368,8.745793389,8.841679672,11.43990345,1,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp12 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,13,A1-B2-C2-D1,1,2,2,1,force_fp32,4,high_performance,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,463.1789906,8.635970286,8.796778567,8.917138823,1,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp13 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,14,A1-B2-C2-D2,1,2,2,2,force_fp32,4,high_performance,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,455.2582581,8.78622173,8.82873571,11.88443381,1,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp14 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,15,A1-B2-C2-D3,1,2,2,3,force_fp32,4,high_performance,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,461.2967699,8.671207476,8.79748657,8.862701347,1,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp15 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,16,A1-B2-C3-D1,1,2,3,1,force_fp32,4,high_performance_for_all,standard_l2,l2_optimize,0,否,"input:4,3,224,224",是,记录满足检查,461.5747219,8.665985831,8.815088864,8.856359177,1,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp16 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,17,A1-B2-C3-D2,1,2,3,2,force_fp32,4,high_performance_for_all,l2_with_tiling,l2_optimize,1,否,"input:4,3,224,224",是,记录满足检查,454.8545192,8.794020574,8.818347966,12.8540592,1,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp17 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,18,A1-B2-C3-D3,1,2,3,3,force_fp32,4,high_performance_for_all,l2_single_stream,l2_optimize,0,是,"input:4,3,224,224",是,记录满足检查,449.5481283,8.897823722,8.869181796,13.07804158,1,0.999999,4,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:4,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp18 --precision_mode=force_fp32 --op_select_implmode=high_performance_for_all --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":0.999999},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,19,A1-B3-C1-D1,1,3,1,1,force_fp32,16,high_precision,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,415.3969471,38.51737504,39.11659846,39.14522501,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp19 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,20,A1-B3-C1-D2,1,3,1,2,force_fp32,16,high_precision,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,416.7288186,38.39427293,38.68884663,38.88827423,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp20 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,21,A1-B3-C1-D3,1,3,1,3,force_fp32,16,high_precision,l2_single_stream,l2_optimize,0,是,"input:16,3,224,224",是,记录满足检查,413.2006392,38.72210854,39.42132792,39.66995546,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp21 --precision_mode=force_fp32 --op_select_implmode=high_precision --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=true --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,22,A1-B3-C2-D1,1,3,2,1,force_fp32,16,high_performance,standard_l2,l2_optimize,0,否,"input:16,3,224,224",是,记录满足检查,412.6905934,38.76996533,39.05148305,39.04264119,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp22 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=0 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
81组实验数据3,23,A1-B3-C2-D2,1,3,2,2,force_fp32,16,high_performance,l2_with_tiling,l2_optimize,1,否,"input:16,3,224,224",是,记录满足检查,415.2104009,38.53468017,39.01287523,39.13302006,1,1,16,1000,10,42,,,"atc --model=/home/AscendWork/auto_tune2.0/resnet18_full.onnx --input_shape=""input:16,3,224,224"" --framework=5 --soc_version=Ascend310B1 --output=results/om_models/model_exp23 --precision_mode=force_fp32 --op_select_implmode=high_performance --buffer_optimize=l2_optimize --tiling_schedule_optimize=1 --enable_single_stream=false --input_format=NCHW",C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据3\results.json,"[{""sample_id"":0,""cosine_similarity"":1.0},{""sample_id"":1,""cosine_similarity"":1.0},{""sample_id"":2,""cosine_similarity"":1.0},{""sample_id"":3,""cosine_similarity"":1.0},{""sample_id"":4,""cosine_similarity"":1.0},{""sample_id"":5,""cosine_similarity"":1.0},{""sample_id"":6,""cosine_similarity"":1.0},{""sample_id"":7,""cosine_similarity"":1.0},{""sample_id"":8,""cosine_similarity"":1.0},{""sample_id"":9,""cosine_similarity"":1.0}]"
