数据组,实验序号,配置ID,精度模式,Batch,算子实现,图优化策略,通过准入且指标完整,未评分原因,可行配置数,评分排名,TOPSIS得分,与本组最高分差值,最小余弦,余弦阈值,权重样本Exp,有效初始L9数量,权重来源,评分范围,用途,原始数据来源,FPS,FPS_CRITIC权重,FPS_权重样本最小值,FPS_权重样本最大值,FPS_评分最小值,FPS_评分最大值,FPS_同向归一化,平均批延迟_ms,平均批延迟_ms_CRITIC权重,平均批延迟_ms_权重样本最小值,平均批延迟_ms_权重样本最大值,平均批延迟_ms_评分最小值,平均批延迟_ms_评分最大值,平均批延迟_ms_同向归一化,P95批延迟_ms,P95批延迟_ms_CRITIC权重,P95批延迟_ms_权重样本最小值,P95批延迟_ms_权重样本最大值,P95批延迟_ms_评分最小值,P95批延迟_ms_评分最大值,P95批延迟_ms_同向归一化,P99批延迟_ms,P99批延迟_ms_CRITIC权重,P99批延迟_ms_权重样本最小值,P99批延迟_ms_权重样本最大值,P99批延迟_ms_评分最小值,P99批延迟_ms_评分最大值,P99批延迟_ms_同向归一化
caffe,38,A2-B2-C1-D2,allow_fp32_to_fp16,10,high_precision,l2_with_tiling,是,',27,11,0.3604890699247012,0.6389068885936047,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,589.455953,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.021412978919784744,16.964796,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.04099057417766405,17.3208,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.03845437724739076,17.44758,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.45244614080173884
caffe,41,A2-B2-C2-D2,allow_fp32_to_fp16,10,high_performance,l2_with_tiling,是,',27,12,0.3597220793372172,0.6396738791810886,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,589.778049,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.021997837944892913,16.955531,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.0420871642972509,17.3037,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.04044429962878071,17.46826,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.45108899663207735
caffe,10,A1-B2-C1-D1,force_fp32,10,high_precision,standard_l2,是,',27,13,0.35520826826710533,0.6441876902512005,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,582.018955,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.00790894471876523,17.181571,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.015333442696449318,17.45855,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.022424446952858834,17.50559,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.44863918077842835
caffe,12,A1-B2-C1-D3,force_fp32,10,high_precision,l2_single_stream,是,',27,14,0.35336710834836543,0.6460288501699405,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,582.002357,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.007878806219377558,17.182061,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.015275447104587836,17.4908,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.01867152316339482,17.54128,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.4462969914450041
caffe,18,A1-B2-C3-D3,force_fp32,10,high_performance_for_all,l2_single_stream,是,',27,15,0.3529815201702288,0.646414438348077,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,581.36912,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.006728980159810097,17.200776,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.013060370570527446,17.48505,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.01934064911035338,17.54732,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.4459006108461282
caffe,11,A1-B2-C1-D2,force_fp32,10,high_precision,l2_with_tiling,是,',27,16,0.3471853867541117,0.6522105717641942,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,578.344414,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.0012367461600123562,17.290735,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.002412971696494126,17.57385,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.00900701709471341,17.64745,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.43932948677900074
caffe,14,A1-B2-C2-D2,force_fp32,10,high_performance,l2_with_tiling,是,',27,17,0.34644050547575295,0.652955453042553,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,581.078188,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.006200708446119846,17.209388,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.012041068453972459,17.582,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.008058603795980668,17.6754,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.4374952421202949
caffe,13,A1-B2-C2-D1,force_fp32,10,high_performance,standard_l2,是,',27,18,0.34377338036453015,0.6556225781537757,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,578.066726,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.0007325227826209868,17.299041,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.0014298872352651593,17.631,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.002356487030593657,17.71317,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.43501655085878077
caffe,15,A1-B2-C2-D3,force_fp32,10,high_performance,l2_single_stream,是,',27,19,0.34340510894714643,0.6559908495711595,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,577.663308,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.0,17.311122,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.0,17.6409,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.0012044267045259183,17.71812,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.4346917025202981
caffe,17,A1-B2-C3-D2,force_fp32,10,high_performance_for_all,l2_with_tiling,是,',27,20,0.3425297948204032,0.6568661636979027,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,578.35194,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.001250411803245911,17.29051,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.002439602325410184,17.65125,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.0,17.73898,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.4333227456837827
caffe,40,A2-B2-C2-D1,allow_fp32_to_fp16,10,high_performance,standard_l2,是,',27,21,0.3391862590282856,0.6602096994900203,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,587.619469,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.01807830776004722,17.017816,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.03471521442153913,17.33705,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.03656336913642022,17.89274,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.42323210315345705
caffe,44,A2-B2-C3-D2,allow_fp32_to_fp16,10,high_performance_for_all,l2_with_tiling,是,',27,22,0.31037795423293646,0.6890180042853694,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,590.480265,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.02327291545338537,16.935367,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.044473742081530654,17.35965,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.033933413240548105,18.50546,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.3830217851827157
caffe,43,A2-B2-C3-D1,allow_fp32_to_fp16,10,high_performance_for_all,standard_l2,是,',27,23,0.30778205088564237,0.6916139076326635,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,588.329219,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.019367065438101377,16.997286,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.0371451113621889,17.34725,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.035376397891380695,18.55114,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.38002399283889876
caffe,16,A1-B2-C3-D1,force_fp32,10,high_performance_for_all,standard_l2,是,',27,24,0.29808447170180263,0.7013114868165032,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,579.856941,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.003983179107549129,17.245633,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.0077511700314761844,17.5384,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.013132324019876185,18.69652,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.37048329557655
caffe,37,A2-B2-C1-D1,allow_fp32_to_fp16,10,high_precision,standard_l2,是,',27,25,0.2978862274872115,0.7015097310310944,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,587.163893,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.01725107694928689,17.03102,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.033152410758395257,17.3118,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.039501704816543026,18.75347,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.3667458990358239
caffe,45,A2-B2-C3-D3,allow_fp32_to_fp16,10,high_performance_for_all,l2_single_stream,是,',27,26,0.047938671121571214,0.9514572873967346,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,580.880493,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.005841735639972807,17.215245,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.011347843593700557,17.3091,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.039815903087288995,23.51824,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.05405345100499548
caffe,39,A2-B2-C1-D3,allow_fp32_to_fp16,10,high_precision,l2_single_stream,是,',27,27,0.014613472115154602,0.9847824864031512,0.999999,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,579.771181,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,0.003827456869479399,17.248184,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,0.007449237878744075,17.26695,0.18548395336296122,9.11625,17.582,9.05795,17.65125,0.04472088720282075,24.3419,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,0.0
caffe,1,A1-B1-C1-D1,force_fp32,1,high_precision,standard_l2,否,数值验证缺失或失败,27,,,,,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,879.428582,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,,1.137102,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,,1.1701,0.18548395336296122,9.11625,17.582,9.05795,17.65125,,1.24366,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,
caffe,2,A1-B1-C1-D2,force_fp32,1,high_precision,l2_with_tiling,否,数值验证缺失或失败,27,,,,,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,906.434233,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,,1.103224,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,,1.1262,0.18548395336296122,9.11625,17.582,9.05795,17.65125,,1.20943,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,
caffe,3,A1-B1-C1-D3,force_fp32,1,high_precision,l2_single_stream,否,数值验证缺失或失败,27,,,,,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,880.503366,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,,1.135714,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,,1.1731,0.18548395336296122,9.11625,17.582,9.05795,17.65125,,1.23956,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,
caffe,4,A1-B1-C2-D1,force_fp32,1,high_performance,standard_l2,否,数值验证缺失或失败,27,,,,,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,876.565546,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,,1.140816,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,,1.1759,0.18548395336296122,9.11625,17.582,9.05795,17.65125,,1.2366,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,
caffe,5,A1-B1-C2-D2,force_fp32,1,high_performance,l2_with_tiling,否,数值验证缺失或失败,27,,,,,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,857.197718,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,,1.166592,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,,1.2097,0.18548395336296122,9.11625,17.582,9.05795,17.65125,,1.28105,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,
caffe,6,A1-B1-C2-D3,force_fp32,1,high_performance,l2_single_stream,否,数值验证缺失或失败,27,,,,,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,880.424294,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,,1.135816,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,,1.1612,0.18548395336296122,9.11625,17.582,9.05795,17.65125,,1.23984,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,
caffe,7,A1-B1-C3-D1,force_fp32,1,high_performance_for_all,standard_l2,否,数值验证缺失或失败,27,,,,,0.999,"14,43,66",3,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\caffe\results.json,858.414046,0.14826447336523202,581.078188,1120.156123,577.663308,1128.387476,,1.164939,0.17870356352159603,8.927327,17.209388,8.862204,17.311122,,1.1871,0.18548395336296122,9.11625,17.582,9.05795,17.65125,,1.27007,0.4875480097502107,9.14489,18.55114,9.10402,24.3419,
