数据组,实验序号,配置ID,精度模式,Batch,算子实现,图优化策略,通过准入且指标完整,未评分原因,可行配置数,评分排名,TOPSIS得分,与本组最高分差值,最小余弦,余弦阈值,权重样本Exp,有效初始L9数量,权重来源,评分范围,用途,原始数据来源,FPS,FPS_CRITIC权重,FPS_权重样本最小值,FPS_权重样本最大值,FPS_评分最小值,FPS_评分最大值,FPS_同向归一化,平均批延迟_ms,平均批延迟_ms_CRITIC权重,平均批延迟_ms_权重样本最小值,平均批延迟_ms_权重样本最大值,平均批延迟_ms_评分最小值,平均批延迟_ms_评分最大值,平均批延迟_ms_同向归一化,P95批延迟_ms,P95批延迟_ms_CRITIC权重,P95批延迟_ms_权重样本最小值,P95批延迟_ms_权重样本最大值,P95批延迟_ms_评分最小值,P95批延迟_ms_评分最大值,P95批延迟_ms_同向归一化,P99批延迟_ms,P99批延迟_ms_CRITIC权重,P99批延迟_ms_权重样本最小值,P99批延迟_ms_权重样本最大值,P99批延迟_ms_评分最小值,P99批延迟_ms_评分最大值,P99批延迟_ms_同向归一化
81组实验数据论文,78,A3-B3-C2-D3,force_fp16,16,high_performance,l2_single_stream,是,',81,18,0.7829590197899933,0.12017466604632387,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,867.505175,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.9804453420382633,18.443694,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.5489778034737565,18.5615,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.5508455252163612,21.55334,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.4908171892647225
81组实验数据论文,60,A3-B1-C2-D3,force_fp16,1,high_performance,l2_single_stream,是,',81,19,0.7074436315593206,0.1956900542769966,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,706.377815,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.6362914578730675,1.415673,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,1.0,1.42555,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9999737902908753,1.5067,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9999497131490718
81组实验数据论文,58,A3-B1-C2-D1,force_fp16,1,high_performance,standard_l2,是,',81,20,0.7061511938800596,0.1969824919562575,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,705.573893,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.6345743511143775,1.417286,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9999572763738666,1.42455,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,1.0,1.53484,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9992350303283045
81组实验数据论文,61,A3-B1-C3-D1,force_fp16,1,high_performance_for_all,standard_l2,是,',81,21,0.7058728909723623,0.19726079486395487,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,705.401186,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.6342054641365701,1.417633,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9999480853644007,1.45625,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9991691522207486,1.5077,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9999243157496132
81组实验数据论文,62,A3-B1-C3-D2,force_fp16,1,high_performance_for_all,l2_with_tiling,是,',81,22,0.7058110154173057,0.19732267041901141,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,705.350436,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.6340970665955106,1.417735,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9999453836843849,1.4383,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9996396164995361,1.50472,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,1.0
81组实验数据论文,57,A3-B1-C1-D3,force_fp16,1,high_precision,l2_single_stream,是,',81,23,0.7038777492510041,0.19925593658531304,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,704.134112,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.6314991053988315,1.420184,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9998805168769448,1.44395,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9994915316429819,1.51615,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9997097077241873
81组实验数据论文,55,A3-B1-C1-D1,force_fp16,1,high_precision,standard_l2,是,',81,24,0.7026365237971555,0.20049716203916168,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,703.345675,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.6298150732396157,1.421776,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9998383494790499,1.434,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9997523182487721,1.5256,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9994697022993028
81组实验数据论文,56,A3-B1-C1-D2,force_fp16,1,high_precision,l2_with_tiling,是,',81,25,0.690107147049238,0.2130265387870791,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,695.489127,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.613034176994991,1.437837,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9994129408247847,1.50485,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9978953603572908,1.70146,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9950033156304994
81组实验数据论文,63,A3-B1-C3-D3,force_fp16,1,high_performance_for_all,l2_single_stream,是,',81,26,0.6261641828232518,0.27696950301306533,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,655.019117,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.5265937913664775,1.526673,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9970599364533076,1.52685,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9973187467565485,3.96194,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9375930021021428
81组实验数据论文,59,A3-B1-C2-D2,force_fp16,1,high_performance,l2_with_tiling,是,',81,27,0.6062329781776016,0.29690070765871557,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,641.554512,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.49783457809878595,1.558714,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.9962112645965547,1.57375,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.9960895113986025,4.15262,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.9327502259733617
81组实验数据论文,43,A2-B2-C3-D1,allow_fp32_to_fp16,4,high_performance_for_all,standard_l2,是,',81,28,0.5406588092737002,0.3624748765626169,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,609.611965,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.4296081042077018,6.561551,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8637008259141756,6.58965,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8646242314002799,6.80921,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.8652797485454274
81组实验数据论文,42,A2-B2-C2-D3,allow_fp32_to_fp16,4,high_performance,l2_single_stream,是,',81,29,0.5400544247588013,0.36307926107751587,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,609.121256,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.4285599928978359,6.566837,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8635608153204115,6.6007,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8643346141144526,6.74236,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.8669775646992401
81组实验数据论文,38,A2-B2-C1-D2,allow_fp32_to_fp16,4,high_precision,l2_with_tiling,是,',81,30,0.5370053927321463,0.36612829310417083,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,609.276571,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.4288917320917202,6.565163,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8636051546571428,6.75365,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8603258391038376,8.44055,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.8238479549125047
81组实验数据论文,44,A2-B2-C3-D2,allow_fp32_to_fp16,4,high_performance_for_all,l2_with_tiling,是,',81,31,0.5317468581159241,0.371386827720393,0.999999,0.999,"1,14,27,33,43,47,62,66,76",9,仅本组初始L9中可行配置；指标极差归一化；样本标准差与Pearson相关,本组全部可行配置；FPS越高越好，延迟越低越好,全空间回溯评分；不是预算搜索轨迹，未计算命中预算,C:\Users\25726\Desktop\论文\应用科学\实验数据\81组实验数据论文\evaluation_report.json,603.472441,0.487416194221116,416.29299,868.778925,408.476302,876.660354,0.4164946203678036,6.628306,0.1718906992943509,1.417735,38.434469,1.415673,39.169959,0.8619326822920185,6.6525,0.1718842411463921,1.4383,39.02875,1.42455,39.57835,0.8629769511817957,6.86159,0.1688088653381409,1.50472,39.12853,1.50472,40.87883,0.8639494327617818
